mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I
-1.5,-0.000190282,0.002362253,-1.5,-0.000286951,0.000380866,-1.5,-0.000379275,0.08285184,-1.5,-0.000469114,0.000161063,-1.5,-0.000557306,0.000533288,-1.5,-0.000642162,7.92E-05,-1.5,-0.000723741,0.001618931,-1.5,-0.000804421,4.34E-05,-1.5,-0.00088256,0.000368686,-1.5,-0.000956739,0.000101134,-1.5,-0.001028492,0.001197173,-1.5,-0.001099136,4.60E-05,-1.5,-0.001167257,0.0003917,-1.5,-0.001232839,5.90E-05,-1.5,-0.001292924,0.000255622,-1.5,-0.001353565,3.78E-05,-1.5,-0.001410581,9.13E-05,-1.5,-0.001467261,5.29E-05,-1.5,-0.001518815,0.000108649,-1.5,-0.001569885,3.31E-05,-1.5,-0.00161657,0.000149666,-1.5,-0.001661296,5.53E-05,-1.5,-0.001704797,4.28E-05,-1.5,-0.00174496,3.23E-05,-1.5,-0.001782998,4.84E-05,-1.5,-0.001818171,3.36E-05
-1,-0.000112319,0.002415519,-1,-0.000167851,0.000396225,-1,-0.000219821,0.095054843,-1,-0.000269306,0.000141976,-1,-0.000316753,0.00042681,-1,-0.000361252,5.41E-05,-1,-0.000402869,0.001081186,-1,-0.000442799,3.24E-05,-1,-0.000480194,0.000331027,-1,-0.000514411,8.92E-05,-1,-0.000546197,0.001148681,-1,-0.000576096,4.58E-05,-1,-0.000603215,0.000224041,-1,-0.000628076,5.84E-05,-1,-0.000649594,0.000131278,-1,-0.000669315,3.23E-05,-1,-0.000686549,5.84E-05,-1,-0.000701696,4.62E-05,-1,-0.000713681,7.08E-05,-1,-0.000723611,3.05E-05,-1,-0.000730728,9.82E-05,-1,-0.000735494,4.36E-05,-1,-0.000737857,3.41E-05,-1,-0.000737682,2.76E-05,-1,-0.000734961,4.30E-05,-1,-0.000729848,3.29E-05
-0.5,-3.43E-05,0.002371904,-0.5,-4.87E-05,0.000388829,-0.5,-6.04E-05,0.094213853,-0.5,-6.95E-05,0.000152006,-0.5,-7.62E-05,0.000395983,-0.5,-8.03E-05,4.65E-05,-0.5,-8.20E-05,0.000636766,-0.5,-8.11E-05,3.58E-05,-0.5,-7.78E-05,0.000286129,-0.5,-7.20E-05,0.000102189,-0.5,-6.39E-05,0.001013269,-0.5,-5.30E-05,4.63E-05,-0.5,-3.98E-05,0.000178064,-0.5,-2.39E-05,3.41E-05,-0.5,-6.22E-06,4.98E-05,-0.5,1.44E-05,3.15E-05,-0.5,3.75E-05,3.91E-05,-0.5,6.39E-05,3.40E-05,-0.5,9.15E-05,4.69E-05,-0.5,0.000122718,3.26E-05,-0.5,0.000155169,6.29E-05,-0.5,0.000190364,3.69E-05,-0.5,0.00022914,3.46E-05,-0.5,0.000269273,3.16E-05,-0.5,0.000313133,3.66E-05,-0.5,0.000358203,3.11E-05
0,4.36E-05,0.002411676,0,7.04E-05,0.000360016,0,9.91E-05,0.093799863,0,0.000130356,0.000159339,0,0.000164407,0.000335315,0,0.000200629,4.58E-05,0,0.000238942,0.000512891,0,0.000280513,3.18E-05,0,0.000324619,0.00029516,0,0.000370331,9.65E-05,0,0.000418482,0.001005465,0,0.000470077,5.36E-05,0,0.000523671,0.000131182,0,0.000580309,3.07E-05,0,0.000637148,4.49E-05,0,0.000698145,3.26E-05,0,0.000761617,4.10E-05,0,0.000829527,3.93E-05,0,0.000896687,4.32E-05,0,0.000969028,3.19E-05,0,0.001041055,5.94E-05,0,0.001116206,3.87E-05,0,0.001196109,3.20E-05,0,0.001276207,3.10E-05,0,0.001361191,4.22E-05,0,0.001447067,3.02E-05
0.5,0.000121596,0.002390056,0.5,0.000189487,0.000395261,0.5,0.00025859,0.093492534,0.5,0.000330179,0.000166698,0.5,0.000404978,0.000347507,0.5,0.000481557,4.79E-05,0.5,0.000559833,0.000714103,0.5,0.000642149,3.13E-05,0.5,0.000727004,0.000325079,0.5,0.000812676,8.98E-05,0.5,0.000900791,0.001096197,0.5,0.00099313,4.99E-05,0.5,0.001087997,0.000204749,0.5,0.001185406,4.16E-05,0.5,0.001280471,0.00011025,0.5,0.001382818,3.24E-05,0.5,0.00148564,4.51E-05,0.5,0.001595072,4.21E-05,0.5,0.0017018,6.76E-05,0.5,0.001815269,3.24E-05,0.5,0.001926862,7.97E-05,0.5,0.002041964,4.49E-05,0.5,0.002162992,3.10E-05,0.5,0.002284233,3.07E-05,0.5,0.002409151,3.92E-05,0.5,0.002535376,3.44E-05
1,0.000199558,0.002353272,1,0.000308583,0.000381909,1,0.000418037,0.092528516,1,0.000529978,0.000153471,1,0.000645517,0.000395436,1,0.000762449,5.07E-05,1,0.000880681,0.001090514,1,0.001003736,3.37E-05,1,0.001129333,0.000315097,1,0.001254959,0.000102557,1,0.001383032,0.001143451,1,0.001516106,5.03E-05,1,0.001651709,0.000293132,1,0.001789857,5.89E-05,1,0.00192506,0.000243197,1,0.002066777,3.88E-05,1,0.002210962,8.60E-05,1,0.002360496,4.50E-05,1,0.002508243,8.47E-05,1,0.002662856,3.86E-05,1,0.002812501,0.000134635,1,0.002969098,5.39E-05,1,0.003131266,4.87E-05,1,0.003291288,3.11E-05,1,0.003458534,5.28E-05,1,0.003625094,3.24E-05
1.5,0.000277504,0.00234757,1.5,0.000427656,0.000396756,1.5,0.000577459,0.082087306,1.5,0.000729736,0.000142965,1.5,0.000886008,0.000461416,1.5,0.001043283,8.07E-05,1.5,0.001201462,0.001723932,1.5,0.001365247,3.46E-05,1.5,0.001531576,0.000312138,1.5,0.001697147,0.000109519,1.5,0.001866828,0.001089007,1.5,0.002038968,4.97E-05,1.5,0.002215295,0.00039615,1.5,0.002394171,9.28E-05,1.5,0.00256853,0.00038818,1.5,0.002752342,3.99E-05,1.5,0.002935095,0.000154634,1.5,0.003127568,6.36E-05,1.5,0.003313427,0.000126896,1.5,0.003509147,3.68E-05,1.5,0.003699842,0.000180205,1.5,0.00389679,7.57E-05,1.5,0.004098138,6.22E-05,1.5,0.004300065,3.47E-05,1.5,0.004508435,8.05E-05,1.5,0.004713316,4.32E-05
2,0.000355428,0.002386211,2,0.000546695,0.000351226,2,0.000736822,0.078779587,2,0.000929437,0.000145627,2,0.00112643,0.000543034,2,0.001324036,8.98E-05,2,0.001524105,0.002017651,2,0.001726652,4.16E-05,2,0.001935705,0.000291381,2,0.002139204,0.000115293,2,0.002349189,0.00110125,2,0.002563748,4.83E-05,2,0.002780811,0.000403859,2,0.003000426,8.68E-05,2,0.003213951,0.000398925,2,0.003436323,4.13E-05,2,0.0036612,0.000194971,2,0.003895184,6.96E-05,2,0.004120579,0.000144235,2,0.004357438,3.73E-05,2,0.004587682,0.000196742,2,0.004822651,6.96E-05,2,0.005067036,5.91E-05,2,0.005309265,4.03E-05,2,0.005558776,0.000106026,2,0.00580359,4.71E-05
2.5,0.000435527,0.00224002,2.5,0.000665693,0.000343835,2.5,0.000896137,0.076125997,2.5,0.001129069,0.000131625,2.5,0.001369065,0.000760114,2.5,0.001607012,8.62E-05,2.5,0.00184507,0.002541865,2.5,0.002090298,4.44E-05,2.5,0.002338076,0.000325606,2.5,0.002583518,0.000106733,2.5,0.002833832,0.001108192,2.5,0.00308665,4.71E-05,2.5,0.003344408,0.000477095,2.5,0.003604721,0.000105225,2.5,0.003857372,0.000412854,2.5,0.004122606,4.76E-05,2.5,0.004387808,0.000284434,2.5,0.004660676,7.57E-05,2.5,0.004928211,0.000118677,2.5,0.005206181,4.24E-05,2.5,0.005475957,0.000162426,2.5,0.005753525,7.43E-05,2.5,0.006036331,7.37E-05,2.5,0.00631887,4.19E-05,2.5,0.006609476,0.000105602,2.5,0.006897009,5.20E-05
3,0.000513783,0.002173245,3,0.000784641,0.000355376,3,0.001055383,0.074287642,3,0.001328615,0.000130688,3,0.001609689,0.000838625,3,0.001887934,0.000120314,3,0.002165894,0.003002033,3,0.002451805,4.48E-05,3,0.002743054,0.000310748,3,0.003028418,0.000104532,3,0.00331621,0.000985064,3,0.003612175,4.17E-05,3,0.003910632,0.000429513,3,0.004211638,0.000105797,3,0.004503429,0.000397252,3,0.004809357,4.41E-05,3,0.005111888,0.000226142,3,0.005428815,6.86E-05,3,0.005736256,9.16E-05,3,0.00605531,3.49E-05,3,0.006364597,0.000107694,3,0.006682457,5.81E-05,3,0.007009072,5.33E-05,3,0.007328776,3.76E-05,3,0.007660456,6.62E-05,3,0.007988272,3.70E-05
3.5,0.000592,0.00206284,3.5,0.000903529,0.000312806,3.5,0.001217582,0.060639944,3.5,0.001531115,0.00014357,3.5,0.001850191,0.0009664,3.5,0.002168713,0.00011943,3.5,0.002489681,0.003726001,3.5,0.002816278,4.30E-05,3.5,0.003145429,0.000333674,3.5,0.003470668,0.000102596,3.5,0.003801559,0.000694601,3.5,0.004138207,3.68E-05,3.5,0.004477341,0.000264906,3.5,0.004818997,7.34E-05,3.5,0.005149926,0.000265288,3.5,0.005496525,3.32E-05,3.5,0.005842276,0.000165328,3.5,0.006200716,5.72E-05,3.5,0.006544647,5.60E-05,3.5,0.006904728,3.54E-05,3.5,0.007253534,5.22E-05,3.5,0.007611662,3.57E-05,3.5,0.00797933,3.75E-05,3.5,0.008342444,3.27E-05,3.5,0.008715151,3.82E-05,3.5,0.009083294,3.43E-05
4,0.000670172,0.00201094,4,0.001025746,0.000344688,4,0.001377046,0.04238195,4,0.001730834,0.000117043,4,0.002094023,0.000891852,4,0.002452821,0.000135738,4,0.002810542,0.003678293,4,0.003177775,4.43E-05,4,0.003551132,0.000278264,4,0.003916246,8.13E-05,4,0.004287401,0.000531014,4,0.004664706,4.05E-05,4,0.00504449,0.000221518,4,0.005426794,6.35E-05,4,0.005796811,0.000168259,4,0.006184055,3.03E-05,4,0.006570058,9.29E-05,4,0.006969925,4.19E-05,4,0.007353321,4.27E-05,4,0.007758296,3.22E-05,4,0.008146557,3.32E-05,4,0.008544949,3.19E-05,4,0.008953665,3.22E-05,4,0.009357039,3.03E-05,4,0.009770784,3.46E-05,4,0.010179188,3.22E-05
4.5,0.000748293,0.001968308,4.5,0.001144878,0.000372633,4.5,0.001536406,0.038203145,4.5,0.001930421,0.000113786,4.5,0.002334615,0.000833843,4.5,0.002733606,0.000139875,4.5,0.003135098,0.002914051,4.5,0.003542964,4.01E-05,4.5,0.003957346,0.000226629,4.5,0.004362307,7.20E-05,4.5,0.004773698,0.000253975,4.5,0.0051876,3.47E-05,4.5,0.005612037,9.09E-05,4.5,0.006034961,4.27E-05,4.5,0.006444037,7.05E-05,4.5,0.006871896,3.22E-05,4.5,0.00729812,4.15E-05,4.5,0.007739383,3.35E-05,4.5,0.008166414,3.11E-05,4.5,0.008608583,2.89E-05,4.5,0.009040521,3.66E-05,4.5,0.009479147,3.21E-05,4.5,0.00992888,3.21E-05,4.5,0.010372483,3.22E-05,4.5,0.010827236,3.50E-05,4.5,0.011275868,3.08E-05
5,0.000826357,0.001918214,5,0.001263922,0.00032501,5,0.001695649,0.033333759,5,0.002134089,9.22E-05,5,0.002579281,0.00089653,5,0.003018488,0.000121643,5,0.003460196,0.002831115,5,0.003908663,3.73E-05,5,0.004359659,0.000179178,5,0.004808817,5.79E-05,5,0.005260411,0.000123335,5,0.00571894,3.22E-05,5,0.006179936,4.16E-05,5,0.006643447,3.59E-05,5,0.007096045,3.73E-05,5,0.00756451,3.03E-05,5,0.008030948,3.38E-05,5,0.008513597,2.95E-05,5,0.008980447,3.46E-05,5,0.009463551,3.28E-05,5,0.00993072,5.44E-05,5,0.010409524,3.13E-05,5,0.010904844,3.10E-05,5,0.011388698,3.37E-05,5,0.011884424,3.19E-05,5,0.012373235,3.02E-05
5.5,0.000904357,0.001807491,5.5,0.00138287,0.000276621,5.5,0.001859354,0.033037797,5.5,0.002333756,7.60E-05,5.5,0.002819888,0.000881483,5.5,0.003299254,0.000102605,5.5,0.003781121,0.002274723,5.5,0.004274845,3.88E-05,5.5,0.004766395,0.000115272,5.5,0.005255739,4.47E-05,5.5,0.005747503,4.85E-05,5.5,0.006246544,3.18E-05,5.5,0.006748144,3.57E-05,5.5,0.007257066,3.26E-05,5.5,0.007744135,3.25E-05,5.5,0.0082532,2.98E-05,5.5,0.008759793,4.13E-05,5.5,0.009288667,3.15E-05,5.5,0.009790376,3.18E-05,5.5,0.010319408,3.27E-05,5.5,0.010825911,4.37E-05,5.5,0.011349986,3.63E-05,5.5,0.011881587,3.09E-05,5.5,0.012405545,3.15E-05,5.5,0.012942265,3.14E-05,5.5,0.013476332,3.31E-05
6,0.000987224,0.00197064,6,0.001506672,0.000231432,6,0.002018716,0.02790505,6,0.002538254,6.84E-05,6,0.003065314,0.000616639,6,0.003584824,0.000106378,6,0.004106838,0.001330575,6,0.004636378,3.49E-05,6,0.005173559,8.73E-05,6,0.005703041,3.41E-05,6,0.006234938,3.72E-05,6,0.006774498,3.14E-05,6,0.007316618,6.29E-05,6,0.007866444,3.09E-05,6,0.008397737,4.48E-05,6,0.008947338,3.24E-05,6,0.009494071,5.65E-05,6,0.01006464,3.06E-05,6,0.010605707,3.34E-05,6,0.011176039,3.30E-05,6,0.011727307,3.12E-05,6,0.012286483,3.05E-05,6,0.012858985,2.94E-05,6,0.013428549,3.17E-05,6,0.014006191,3.24E-05,6,0.014575247,3.38E-05
6.5,0.00106547,0.001876778,6.5,0.00162579,0.000215147,6.5,0.002183297,0.020232879,6.5,0.00273794,7.91E-05,6.5,0.003305863,0.000550402,6.5,0.003870901,8.44E-05,6.5,0.00443302,0.001010019,6.5,0.00500305,3.89E-05,6.5,0.005581108,5.79E-05,6.5,0.006150688,3.50E-05,6.5,0.006722677,6.00E-05,6.5,0.007302715,3.36E-05,6.5,0.007890928,0.000102169,6.5,0.008481639,3.45E-05,6.5,0.009046596,4.29E-05,6.5,0.009642352,3.37E-05,6.5,0.010229182,4.34E-05,6.5,0.010841403,3.21E-05,6.5,0.011427544,3.23E-05,6.5,0.012039157,3.21E-05,6.5,0.012624338,3.27E-05,6.5,0.013223601,3.42E-05,6.5,0.013842812,2.88E-05,6.5,0.014446988,3.27E-05,6.5,0.015071386,3.49E-05,6.5,0.015680534,3.07E-05
7,0.001143636,0.001697553,7,0.001744784,0.000205472,7,0.002342729,0.016744543,7,0.002943204,5.65E-05,7,0.003551971,0.000451172,7,0.004157461,6.58E-05,7,0.004759644,0.000417781,7,0.00537012,3.03E-05,7,0.005989009,5.05E-05,7,0.006598644,3.72E-05,7,0.007210681,9.83E-05,7,0.007837131,3.11E-05,7,0.008466192,0.000107927,7,0.009097743,3.65E-05,7,0.009701593,4.27E-05,7,0.010338125,3.56E-05,7,0.01096507,3.41E-05,7,0.011618896,3.45E-05,7,0.012244633,3.39E-05,7,0.01289752,3.28E-05,7,0.013528158,4.10E-05,7,0.014167417,3.15E-05,7,0.014827919,3.20E-05,7,0.015472147,3.02E-05,7,0.016137695,3.05E-05,7,0.016786959,2.92E-05
7.5,0.001221714,0.001666789,7.5,0.001869771,0.000194051,7.5,0.002501981,0.013402846,7.5,0.003142847,5.39E-05,7.5,0.003798586,0.000285239,7.5,0.004438259,5.21E-05,7.5,0.005086681,0.000215192,7.5,0.005743828,3.19E-05,7.5,0.006403526,5.77E-05,7.5,0.007046875,4.07E-05,7.5,0.007705255,8.69E-05,7.5,0.008366138,3.19E-05,7.5,0.009035974,8.24E-05,7.5,0.009708293,4.01E-05,7.5,0.010357405,3.31E-05,7.5,0.011034756,3.12E-05,7.5,0.011701677,3.21E-05,7.5,0.012397057,3.31E-05,7.5,0.013062404,3.49E-05,7.5,0.013763014,3.37E-05,7.5,0.014426694,5.27E-05,7.5,0.015112548,3.06E-05,7.5,0.015814226,3.28E-05,7.5,0.016498457,2.84E-05,7.5,0.017205171,3.18E-05,7.5,0.017901137,3.28E-05
8,0.0012997,0.001410005,8,0.001988878,0.00019354,8,0.002667581,0.011165287,8,0.003348811,4.65E-05,8,0.004039101,0.000169092,8,0.00472533,4.13E-05,8,0.00541407,5.60E-05,8,0.006111992,3.34E-05,8,0.006812426,7.08E-05,8,0.007501993,4.06E-05,8,0.008194065,7.31E-05,8,0.008902038,3.01E-05,8,0.009612558,5.51E-05,8,0.010325683,3.60E-05,8,0.011013981,3.30E-05,8,0.011732032,3.15E-05,8,0.012445818,4.82E-05,8,0.013182726,3.36E-05,8,0.013887655,3.22E-05,8,0.014622839,3.22E-05,8,0.015332655,3.68E-05,8,0.016058855,3.34E-05,8,0.016801656,3.29E-05,8,0.017532881,3.12E-05,8,0.018280729,3.53E-05,8,0.019017055,2.90E-05
8.5,0.001384463,0.001268766,8.5,0.002107834,0.000150373,8.5,0.002833754,0.006897206,8.5,0.003555297,5.06E-05,8.5,0.004286281,0.00011518,8.5,0.005012815,3.79E-05,8.5,0.005741847,3.55E-05,8.5,0.006480467,3.14E-05,8.5,0.007221581,7.47E-05,8.5,0.007951051,3.58E-05,8.5,0.008690144,5.82E-05,8.5,0.009438811,3.06E-05,8.5,0.010190021,3.17E-05,8.5,0.010943837,3.22E-05,8.5,0.011678481,4.24E-05,8.5,0.012429997,2.98E-05,8.5,0.013184074,5.41E-05,8.5,0.013962428,3.56E-05,8.5,0.014714172,3.10E-05,8.5,0.015490435,3.36E-05,8.5,0.01623977,3.34E-05,8.5,0.017006262,3.54E-05,8.5,0.017790129,3.68E-05,8.5,0.018561637,2.94E-05,8.5,0.019357994,3.72E-05,8.5,0.020127143,3.39E-05
9,0.001462632,0.00113849,9,0.002233918,0.000127635,9,0.002993172,0.00492217,9,0.00375495,3.62E-05,9,0.004533911,4.74E-05,9,0.005300694,3.50E-05,9,0.006070025,9.72E-05,9,0.006849222,3.29E-05,9,0.007638418,8.45E-05,9,0.008407825,3.31E-05,9,0.009187109,4.02E-05,9,0.009976414,3.18E-05,9,0.010768329,3.45E-05,9,0.011570282,3.33E-05,9,0.012336813,3.80E-05,9,0.013136251,3.21E-05,9,0.013930524,4.74E-05,9,0.014750287,3.35E-05,9,0.015541956,3.02E-05,9,0.016359172,3.04E-05,9,0.017155716,3.74E-05,9,0.017962506,3.51E-05,9,0.018787362,3.43E-05,9,0.019599118,3.23E-05,9,0.020429102,3.45E-05,9,0.021245884,2.97E-05
9.5,0.001540688,0.001068124,9.5,0.00235293,0.000107499,9.5,0.003160061,0.003668972,9.5,0.003962031,3.50E-05,9.5,0.004781967,3.15E-05,9.5,0.005588941,3.40E-05,9.5,0.006398405,0.000173653,9.5,0.007226047,3.29E-05,9.5,0.008048376,7.39E-05,9.5,0.008865373,3.32E-05,9.5,0.00968492,3.19E-05,9.5,0.010514801,2.96E-05,9.5,0.011347217,4.81E-05,9.5,0.012190187,3.41E-05,9.5,0.01299575,4.74E-05,9.5,0.013835686,2.99E-05,9.5,0.014678152,3.96E-05,9.5,0.015539341,3.38E-05,9.5,0.016370742,3.26E-05,9.5,0.017237007,3.04E-05,9.5,0.018065314,3.52E-05,9.5,0.018912233,3.40E-05,9.5,0.019786168,2.86E-05,9.5,0.020638154,3.12E-05,9.5,0.021517296,3.29E-05,9.5,0.02237426,3.22E-05
10,0.001626664,0.001066822,10,0.002479823,0.000103339,10,0.003319397,0.002145002,10,0.004169568,3.53E-05,10,0.005030433,4.97E-05,10,0.005885692,4.22E-05,10,0.006735305,0.00024651,10,0.007595662,3.34E-05,10,0.008466722,5.75E-05,10,0.009315602,3.07E-05,10,0.010183538,4.17E-05,10,0.011053933,3.10E-05,10,0.011935183,6.48E-05,10,0.012810735,3.79E-05,10,0.013663615,3.42E-05,10,0.01454407,3.26E-05,10,0.015427052,3.49E-05,10,0.016329526,3.17E-05,10,0.017200662,3.05E-05,10,0.0181082,3.07E-05,10,0.018984367,3.28E-05,10,0.019871417,3.10E-05,10,0.020786635,3.68E-05,10,0.021678786,3.38E-05,10,0.02259916,3.16E-05,10,0.023496235,3.12E-05
10.5,0.001704865,0.000969157,10.5,0.002598853,8.48E-05,10.5,0.003486951,0.000979238,10.5,0.00437758,3.15E-05,10.5,0.005279285,8.62E-05,10.5,0.006174995,4.35E-05,10.5,0.007064669,0.000261002,10.5,0.007974059,3.32E-05,10.5,0.008885965,4.72E-05,10.5,0.00977453,3.28E-05,10.5,0.010682921,5.15E-05,10.5,0.011593763,3.10E-05,10.5,0.012515841,7.26E-05,10.5,0.013440492,3.26E-05,10.5,0.01433275,3.66E-05,10.5,0.015253659,3.03E-05,10.5,0.016177088,4.67E-05,10.5,0.01712961,3.38E-05,10.5,0.018040438,3.48E-05,10.5,0.018989203,3.23E-05,10.5,0.019905005,3.26E-05,10.5,0.020832168,3.15E-05,10.5,0.021788599,3.17E-05,10.5,0.022729692,3.05E-05,10.5,0.023682382,3.23E-05,10.5,0.024628522,3.38E-05
11,0.001782937,0.000862931,11,0.002726515,6.91E-05,11,0.003655007,0.000490896,11,0.004586062,3.06E-05,11,0.005528505,0.000120454,11,0.006464597,4.65E-05,11,0.007394263,0.000287272,11,0.008344412,3.47E-05,11,0.00929707,3.71E-05,11,0.010234253,3.63E-05,11,0.011182958,6.08E-05,11,0.01214332,2.84E-05,11,0.01310618,5.48E-05,11,0.014071607,3.43E-05,11,0.015003056,3.25E-05,11,0.015964392,3.23E-05,11,0.016928199,4.36E-05,11,0.017922167,3.20E-05,11,0.018872675,3.20E-05,11,0.019871836,3.27E-05,11,0.020827215,3.28E-05,11,0.021794322,2.94E-05,11,0.022801313,3.28E-05,11,0.023773435,3.19E-05,11,0.024776168,3.20E-05,11,0.02576269,2.98E-05
11.5,0.001870063,0.00070568,11.5,0.002845524,6.32E-05,11.5,0.003823556,0.000193749,11.5,0.004794895,3.17E-05,11.5,0.005778073,0.000184477,11.5,0.006754475,4.50E-05,11.5,0.007733397,0.000240427,11.5,0.008724198,3.10E-05,11.5,0.00971762,3.79E-05,11.5,0.010694733,3.84E-05,11.5,0.011683748,5.58E-05,11.5,0.012684802,2.97E-05,11.5,0.013688345,4.86E-05,11.5,0.014703954,2.88E-05,11.5,0.015674535,3.76E-05,11.5,0.016685764,3.04E-05,11.5,0.017680324,4.96E-05,11.5,0.018725341,3.25E-05,11.5,0.019715319,3.20E-05,11.5,0.020756026,3.26E-05,11.5,0.021750944,3.76E-05,11.5,0.022767662,3.01E-05,11.5,0.023806324,3.30E-05,11.5,0.024828181,2.80E-05,11.5,0.025871991,3.27E-05,11.5,0.026889024,3.28E-05
12,0.001948241,0.000640743,12,0.002973914,4.97E-05,12,0.003982958,0.00018296,12,0.005004165,3.35E-05,12,0.006027969,0.000211068,12,0.0070543,4.59E-05,12,0.008063759,0.000134026,12,0.009104973,3.32E-05,12,0.010138963,4.98E-05,12,0.011165724,3.56E-05,12,0.012185182,5.70E-05,12,0.01323669,3.29E-05,12,0.014280864,3.27E-05,12,0.015337483,3.22E-05,12,0.016347234,3.88E-05,12,0.017398999,2.72E-05,12,0.01844336,4.42E-05,12,0.019530192,3.00E-05,12,0.020559693,3.47E-05,12,0.0216417,3.31E-05,12,0.022676081,3.31E-05,12,0.023743193,2.76E-05,12,0.024822858,3.16E-05,12,0.025884867,3.21E-05,12,0.026979919,3.30E-05,12,nan,nan
12.5,0.00202627,0.000525584,12.5,0.003102843,5.09E-05,12.5,0.00415206,0.000394284,12.5,0.005213818,3.33E-05,12.5,0.006288222,0.000239135,12.5,0.007345041,4.71E-05,12.5,0.008404372,8.60E-05,12.5,0.009486461,3.21E-05,12.5,0.010561064,6.01E-05,12.5,0.011627986,3.45E-05,12.5,0.012697414,4.49E-05,12.5,0.013779568,3.25E-05,12.5,0.01487459,3.35E-05,12.5,0.015972137,3.21E-05,12.5,0.017020816,3.64E-05,12.5,0.018123438,3.09E-05,12.5,0.01920805,3.13E-05,12.5,0.020336541,2.53E-05,12.5,0.021415776,3.37E-05,12.5,0.022539113,3.21E-05,12.5,0.023612903,3.37E-05,12.5,0.024710093,3.06E-05,12.5,0.025841149,3.05E-05,12.5,0.026953823,3.28E-05,12.5,0.028079569,3.30E-05,12.5,nan,nan
13,0.002114482,0.000546954,13,0.003221937,4.22E-05,13,0.004321611,0.000668084,13,0.00542384,3.42E-05,13,0.00653909,0.000263641,13,0.007646446,3.84E-05,13,0.008745873,4.21E-05,13,0.00985831,3.11E-05,13,0.01099436,6.04E-05,13,0.01209089,3.43E-05,13,0.013210971,3.92E-05,13,0.0143336,3.17E-05,13,0.015469402,4.18E-05,13,0.016607799,3.25E-05,13,0.017706086,3.76E-05,13,0.01883893,2.98E-05,13,0.019974252,3.26E-05,13,0.021144356,2.94E-05,13,0.022263289,3.26E-05,13,0.023427845,3.32E-05,13,0.024551823,3.02E-05,13,0.025699859,2.83E-05,13,0.026861296,3.22E-05,13,0.028014425,3.11E-05,13,0.029191916,3.11E-05,13,nan,nan
13.5,0.002192577,0.000457779,13.5,0.003351529,4.39E-05,13.5,0.004491594,0.001164149,13.5,0.005634209,3.04E-05,13.5,0.006790223,0.000235649,13.5,0.007937954,3.27E-05,13.5,0.009088232,3.13E-05,13.5,0.010241057,3.20E-05,13.5,0.011418251,7.37E-05,13.5,0.012565333,3.19E-05,13.5,0.013714849,3.72E-05,13.5,0.014888825,3.28E-05,13.5,0.016065392,4.73E-05,13.5,0.017255578,3.17E-05,13.5,0.018382127,3.46E-05,13.5,0.019566351,3.46E-05,13.5,0.020742057,4.05E-05,13.5,0.02195368,3.45E-05,13.5,0.023112222,3.00E-05,13.5,0.024329149,3.08E-05,13.5,0.025492679,3.48E-05,13.5,0.026681091,3.11E-05,13.5,0.027894527,3.20E-05,13.5,0.029088043,2.93E-05,13.5,0.030306751,3.35E-05,13.5,nan,nan
