mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I,mean_theta,mean_qz,mean_I
14.5,0.001062074,2.35E-06,14.5,0.002222316,1.13E-06,14.5,0.003363723,4.53E-07,14.5,0.00450775,2.78E-05,14.5,0.005654562,4.80E-07,14.5,0.006803695,5.53E-07,14.5,0.007955393,6.52E-07,14.5,0.009142352,1.87E-06,14.5,0.010277541,3.86E-07,14.5,0.011447855,4.08E-07,14.5,0.012620766,5.16E-07,14.5,0.013752309,1.06E-06,14.5,0.014908386,3.22E-07,14.5,0.016099965,3.36E-07,14.5,0.017294183,4.05E-07,14.5,0.018457902,9.32E-07,14.5,0.01965731,3.26E-07,14.5,0.020870495,3.44E-07,14.5,0.022041696,3.59E-07,14.5,0.02321552,5.17E-07
15,0.001110403,2.45E-06,15,0.002312138,1.11E-06,15,0.003493842,5.78E-07,15,0.004678164,4.73E-05,15,0.005865232,5.45E-07,15,0.007054686,6.06E-07,15,0.008257919,5.11E-07,15,0.009486314,1.84E-06,15,0.010672345,4.16E-07,15,0.011872017,4.48E-07,15,0.013085586,4.14E-07,15,0.014267772,4.76E-07,15,0.015463631,3.26E-07,15,0.016696254,3.52E-07,15,0.017943117,3.72E-07,15,0.019146597,4.60E-07,15,0.020387055,3.26E-07,15,0.021641662,3.48E-07,15,0.022852909,3.46E-07,15,0.024066479,3.83E-07
15.5,0.001148335,2.43E-06,15.5,0.002390697,9.28E-07,15.5,0.003624456,6.58E-07,15.5,0.004848982,6.10E-05,15.5,0.006087662,5.60E-07,15.5,0.007317513,5.62E-07,15.5,0.008561335,4.25E-07,15.5,0.009831073,2.85E-06,15.5,0.011056928,4.26E-07,15.5,0.0123085,3.82E-07,15.5,0.01356266,3.40E-07,15.5,0.014784297,7.09E-07,15.5,0.016019972,3.63E-07,15.5,0.01730535,3.80E-07,15.5,0.018593565,3.23E-07,15.5,0.019836868,4.02E-07,15.5,0.021130157,3.50E-07,15.5,0.022426279,3.41E-07,15.5,0.023677194,3.28E-07,15.5,0.024930587,3.42E-07
16,0.001186179,2.49E-06,16,0.002481631,8.23E-07,16,0.003743632,7.78E-07,16,0.005020185,8.37E-05,16,0.006299576,6.14E-07,16,0.007569305,5.38E-07,16,0.008865613,3.65E-07,16,0.010176793,4.29E-06,16,0.011442181,4.66E-07,16,0.012734229,4.01E-07,16,0.014041155,3.24E-07,16,0.015301963,1.72E-06,16,0.016577364,3.92E-07,16,0.017904118,3.68E-07,16,0.019233416,3.20E-07,16,0.020528654,6.87E-07,16,0.021863305,3.76E-07,16,0.023200531,3.33E-07,16,0.02450346,3.49E-07,16,0.025809004,4.13E-07
16.5,0.001223933,2.44E-06,16.5,0.002560528,7.43E-07,16.5,0.003874817,8.58E-07,16.5,0.005191763,9.07E-05,16.5,0.006511545,6.64E-07,16.5,0.007833644,4.63E-07,16.5,0.009158333,3.67E-07,16.5,0.010523058,5.87E-06,16.5,0.011828074,4.84E-07,16.5,0.013172965,3.51E-07,16.5,0.014520652,3.74E-07,16.5,0.015820731,2.36E-06,16.5,0.017148293,3.75E-07,16.5,0.018516088,3.41E-07,16.5,0.019886651,3.34E-07,16.5,0.021221896,1.01E-06,16.5,0.022610185,3.44E-07,16.5,0.023988692,3.49E-07,16.5,0.02533163,3.59E-07,16.5,0.026677078,5.64E-07
17,0.001274215,2.23E-06,17,0.002639229,6.57E-07,17,0.004006462,9.79E-07,17,0.005363697,0.000110044,17,0.006723772,6.50E-07,17,0.008098893,3.94E-07,17,0.009463877,4.04E-07,17,0.010869969,6.83E-06,17,0.012227388,4.35E-07,17,0.013612955,3.35E-07,17,0.014988287,4.28E-07,17,0.016340551,2.96E-06,17,0.017720929,3.91E-07,17,0.019129739,3.37E-07,17,0.020541383,3.51E-07,17,0.021916532,9.73E-07,17,0.023346225,3.42E-07,17,0.024778791,3.25E-07,17,0.026161636,4.04E-07,17,0.027546983,4.03E-07
17.5,0.001312156,2.21E-06,17.5,0.002730682,6.62E-07,17.5,0.004125507,1.14E-06,17.5,0.005535978,0.000108638,17.5,0.006949336,6.16E-07,17.5,0.00835191,4.06E-07,17.5,0.009770206,4.05E-07,17.5,0.011217673,7.25E-06,17.5,0.012614836,4.25E-07,17.5,0.014054166,3.36E-07,17.5,0.015483112,4.74E-07,17.5,0.016874648,2.41E-06,17.5,0.018281935,3.60E-07,17.5,0.01974517,3.02E-07,17.5,0.021210892,4.18E-07,17.5,0.022626049,6.73E-07,17.5,0.024097067,3.08E-07,17.5,0.025570758,3.41E-07,17.5,0.027007036,3.52E-07,17.5,0.028432191,3.39E-07
18,0.001349996,2.21E-06,18,0.002822819,6.13E-07,18,0.004271081,1.14E-06,18,0.005708585,0.000122497,18,0.00717587,6.40E-07,18,0.008618535,3.55E-07,18,0.010077313,5.10E-07,18,0.011579507,6.05E-06,18,0.013016389,3.84E-07,18,0.014483133,3.38E-07,18,0.015965959,5.06E-07,18,0.017396819,1.45E-06,18,0.018857673,3.30E-07,18,0.020361902,3.32E-07,18,0.021868822,4.15E-07,18,0.023337429,4.14E-07,18,0.024849635,3.12E-07,18,0.026364523,3.79E-07,18,0.02784087,3.30E-07,18,0.029319542,3.67E-07
18.5,0.001387734,1.99E-06,18.5,0.002901382,5.68E-07,18.5,0.004390236,1.37E-06,18.5,0.005881507,0.000110034,18.5,0.00738951,5.79E-07,18.5,0.008872133,3.24E-07,18.5,0.010385103,5.32E-07,18.5,0.011928786,4.72E-06,18.5,0.013405254,3.15E-07,18.5,0.014940179,3.77E-07,18.5,0.016449834,4.57E-07,18.5,0.01793392,7.40E-07,18.5,0.01942072,3.26E-07,18.5,0.020980074,3.60E-07,18.5,0.022542161,3.59E-07,18.5,0.024036641,4.03E-07,18.5,0.025604044,3.36E-07,18.5,0.027174299,3.65E-07,18.5,0.028676321,3.34E-07,18.5,0.030209141,4.45E-07
19,0.001425082,2.05E-06,19,0.002993994,6.85E-07,19,0.004537124,1.44E-06,19,0.006068916,0.000100468,19,0.007603065,4.82E-07,19,0.009139816,3.51E-07,19,0.010707879,5.96E-07,19,0.012278413,2.96E-06,19,0.013823211,3.25E-07,19,0.015370368,3.75E-07,19,0.016948833,4.01E-07,19,0.018472632,4.18E-07,19,0.020013109,3.46E-07,19,0.021613988,3.40E-07,19,0.023203047,3.29E-07,19,0.024765742,5.85E-07,19,0.026360225,3.70E-07,19,0.027986217,3.52E-07,19,0.029527735,3.38E-07,19,0.031100905,4.57E-07
19.5,0.001477376,2.10E-06,19.5,0.003087628,4.93E-07,19.5,0.00465661,1.32E-06,19.5,0.00624279,0.000105317,19.5,0.007831907,4.18E-07,19.5,0.009408736,3.38E-07,19.5,0.011017437,5.70E-07,19.5,0.012643719,1.49E-06,19.5,0.014213725,3.27E-07,19.5,0.015830635,4.20E-07,19.5,0.017435219,3.41E-07,19.5,0.019012915,6.29E-07,19.5,0.020593367,3.84E-07,19.5,0.022235312,3.44E-07,19.5,0.023880206,3.52E-07,19.5,0.02546815,7.79E-07,19.5,0.027132993,3.45E-07,19.5,0.028785918,3.17E-07,19.5,0.030396533,3.66E-07,19.5,0.031994797,3.65E-07
20,0.001530019,1.96E-06,20,0.003166551,5.03E-07,20,0.004790382,1.48E-06,20,0.00641693,8.68E-05,20,0.008061368,3.75E-07,20,0.0096782,3.79E-07,20,0.011327913,5.26E-07,20,0.013010054,5.77E-07,20,0.014634746,3.61E-07,20,0.016277341,4.05E-07,20,0.017922282,3.15E-07,20,0.019554967,1.18E-06,20,0.021189943,3.88E-07,20,0.022857832,3.35E-07,20,0.024559018,3.62E-07,20,0.026201804,6.69E-07,20,0.027908383,3.11E-07,20,0.029617447,3.16E-07,20,0.031268074,3.36E-07,20,0.03292149,3.40E-07
20.5,0.001568054,1.87E-06,20.5,0.003245198,5.82E-07,20.5,0.004924531,1.54E-06,20.5,0.006606623,7.38E-05,20.5,0.008291693,3.41E-07,20.5,0.009948405,3.99E-07,20.5,0.011638734,4.58E-07,20.5,0.013362213,4.64E-07,20.5,0.01502676,4.18E-07,20.5,0.016725024,3.90E-07,20.5,0.018425667,3.48E-07,20.5,0.020097974,1.62E-06,20.5,0.021773078,3.51E-07,20.5,0.023512652,3.31E-07,20.5,0.025255219,4.29E-07,20.5,0.026937894,5.61E-07,20.5,0.028685583,3.08E-07,20.5,0.030436247,3.74E-07,20.5,0.032126737,3.27E-07,20.5,0.033819808,3.74E-07
21,0.00160597,1.77E-06,21,0.003354841,5.04E-07,21,0.005074689,1.48E-06,21,0.006781975,6.29E-05,21,0.008507164,3.16E-07,21,0.010219326,4.36E-07,21,0.011950142,4.26E-07,21,0.013746366,1.17E-06,21,0.015450735,4.11E-07,21,0.017189459,3.88E-07,21,0.018930595,3.62E-07,21,0.020642916,1.66E-06,21,0.022357499,3.20E-07,21,0.024138276,3.21E-07,21,0.025922041,3.65E-07,21,0.02767635,3.66E-07,21,0.029465519,3.22E-07,21,0.031257144,3.45E-07,21,0.032987366,3.18E-07,21,0.034752481,3.80E-07
21.5,0.001644697,1.71E-06,21.5,0.00343372,5.22E-07,21.5,0.005193901,1.40E-06,21.5,0.006957194,4.38E-05,21.5,0.008722724,3.17E-07,21.5,0.010491022,4.55E-07,21.5,0.012294329,3.53E-07,21.5,0.014100138,2.56E-06,21.5,0.015844351,4.59E-07,21.5,0.017655522,3.66E-07,21.5,0.019437018,3.97E-07,21.5,0.021188962,1.40E-06,21.5,0.022959407,3.38E-07,21.5,0.024797829,3.38E-07,21.5,0.026622429,3.44E-07,21.5,0.028417099,4.46E-07,21.5,0.030247359,3.50E-07,21.5,0.032080061,3.17E-07,21.5,0.033882813,3.27E-07,21.5,0.035655326,3.74E-07
22,0.001681432,1.71E-06,22,0.003512338,4.89E-07,22,0.005345477,1.30E-06,22,0.007149017,3.27E-05,22,0.008954778,3.50E-07,22,0.010763214,4.88E-07,22,0.012607557,3.39E-07,22,0.014487302,4.08E-06,22,0.016271032,4.50E-07,22,0.018123167,3.40E-07,22,0.019944887,4.68E-07,22,0.02173632,8.07E-07,22,0.023563226,3.31E-07,22,0.025426324,3.47E-07,22,0.027325178,3.24E-07,22,0.029160072,6.75E-07,22,0.031031283,3.39E-07,22,0.032938402,3.16E-07,22,0.034748005,3.22E-07,22,0.036593415,3.40E-07
22.5,0.001719352,1.67E-06,22.5,0.003624126,5.19E-07,22.5,0.005464617,1.27E-06,22.5,0.007341756,2.14E-05,22.5,0.00918761,4.24E-07,22.5,0.011069941,4.96E-07,22.5,0.012921282,3.20E-07,22.5,0.01484255,5.29E-06,22.5,0.016699391,4.66E-07,22.5,0.018592349,3.09E-07,22.5,0.020454332,4.34E-07,22.5,0.02231886,4.38E-07,22.5,0.024151909,3.53E-07,22.5,0.026089815,3.26E-07,22.5,0.028030219,3.35E-07,22.5,0.029905365,6.43E-07,22.5,0.031817214,3.38E-07,22.5,0.033765853,3.23E-07,22.5,0.035649044,3.30E-07,22.5,0.037534544,3.71E-07
23,0.001790497,1.66E-06,23,0.00370293,5.69E-07,23,0.005617557,1.18E-06,23,0.007518261,1.27E-05,23,0.009421198,4.68E-07,23,0.011344384,5.38E-07,23,0.013269887,3.35E-07,23,0.01523258,5.91E-06,23,0.017129388,3.83E-07,23,0.019045748,3.37E-07,23,0.020982384,3.51E-07,23,0.022869414,5.14E-07,23,0.024776668,4.08E-07,23,0.026755678,3.16E-07,23,0.028737511,3.44E-07,23,0.030652695,5.65E-07,23,0.032639967,3.24E-07,23,0.034630322,3.24E-07,23,0.036553177,3.45E-07,23,0.038478922,4.08E-07
23.5,0.001828496,1.54E-06,23.5,0.003816338,5.70E-07,23.5,0.005736579,1.03E-06,23.5,0.007694915,8.82E-06,23.5,0.009655517,5.64E-07,23.5,0.011619232,4.83E-07,23.5,0.013585246,4.15E-07,23.5,0.015589164,5.79E-06,23.5,0.017525748,3.29E-07,23.5,0.019517505,3.28E-07,23.5,0.021512327,3.52E-07,23.5,0.02342112,7.12E-07,23.5,0.025403574,3.61E-07,23.5,0.027423846,3.37E-07,23.5,0.029447008,3.72E-07,23.5,0.03140191,4.12E-07,23.5,0.033430411,3.17E-07,23.5,0.035461988,3.54E-07,23.5,0.037460312,3.35E-07,23.5,0.039425859,3.80E-07
24,0.001866357,1.60E-06,24,0.003895293,5.98E-07,24,0.005890825,1.08E-06,24,0.007889561,6.87E-06,24,0.009890545,6.46E-07,24,0.011894639,4.62E-07,24,0.013918943,4.64E-07,24,0.015982269,4.71E-06,24,0.017958165,3.16E-07,24,0.020009014,3.69E-07,24,0.022026218,3.16E-07,24,0.024010108,1.09E-06,24,0.025996736,3.61E-07,24,0.028094253,3.29E-07,24,0.030158728,3.48E-07,24,0.032171203,4.38E-07,24,0.03425929,3.47E-07,24,0.036331659,3.26E-07,24,0.038370685,3.53E-07,24,0.040393797,3.42E-07
24.5,0.001904479,1.56E-06,24.5,0.003992113,5.97E-07,24.5,0.006046059,8.56E-07,24.5,0.008085042,7.02E-06,24.5,0.010126255,7.07E-07,24.5,0.012188838,4.06E-07,24.5,0.014253732,5.20E-07,24.5,0.016376675,3.08E-06,24.5,0.018392088,3.17E-07,24.5,0.020483735,3.69E-07,24.5,0.022559687,3.26E-07,24.5,0.024582998,1.18E-06,24.5,0.026627645,3.26E-07,24.5,0.028766828,3.47E-07,24.5,0.030872245,3.17E-07,24.5,0.032943068,4.76E-07,24.5,0.03507246,3.61E-07,24.5,0.037204304,3.12E-07,24.5,0.039283501,3.60E-07,24.5,0.041365115,3.31E-07
25,0.001960518,1.24E-06,25,0.004089345,6.10E-07,25,0.006165173,7.38E-07,25,0.008281342,9.71E-06,25,0.010381225,7.16E-07,25,0.012484258,3.73E-07,25,0.014589588,4.90E-07,25,0.016754033,1.76E-06,25,0.018827476,3.48E-07,25,0.020960062,3.72E-07,25,0.023095017,3.73E-07,25,0.025157741,1.08E-06,25,0.027260823,3.29E-07,25,0.029441508,3.70E-07,25,0.031606541,3.33E-07,25,0.033717436,5.74E-07,25,0.035887964,3.29E-07,25,0.038079838,3.40E-07,25,0.040199157,3.36E-07,25,0.042320766,3.72E-07
25.5,0.002016778,1.29E-06,25.5,0.004168105,6.71E-07,25.5,0.006321626,6.57E-07,25.5,0.00847844,1.49E-05,25.5,0.010618595,7.63E-07,25.5,0.012761894,3.47E-07,25.5,0.014926473,5.46E-07,25.5,0.017132255,8.67E-07,25.5,0.019264285,3.51E-07,25.5,0.021437497,3.61E-07,25.5,0.023632157,4.03E-07,25.5,0.025753502,6.75E-07,25.5,0.027896203,3.39E-07,25.5,0.030118555,3.32E-07,25.5,0.032343419,3.41E-07,25.5,0.034494494,5.29E-07,25.5,0.036724964,3.44E-07,25.5,0.038958442,3.34E-07,25.5,0.041136684,3.13E-07,25.5,0.04331769,3.90E-07
26,0.002055183,1.19E-06,26,0.00428501,6.68E-07,26,0.006479018,5.81E-07,26,0.008657032,1.91E-05,26,0.010875882,7.25E-07,26,0.01305931,3.37E-07,26,0.015283707,5.25E-07,26,0.017530682,6.66E-07,26,0.019702467,4.15E-07,26,0.021935566,3.49E-07,26,0.024171045,4.23E-07,26,0.026331787,4.47E-07,26,0.028533718,3.49E-07,26,0.03079727,3.30E-07,26,0.033082802,3.74E-07,26,0.035293287,4.12E-07,26,0.037564843,3.62E-07,26,0.039859198,3.35E-07,26,0.042077459,3.27E-07,26,0.04429861,3.37E-07
26.5,0.002093689,1.27E-06,26.5,0.004363833,5.94E-07,26.5,0.00661772,4.39E-07,26.5,0.008855306,2.57E-05,26.5,0.011114805,7.28E-07,26.5,0.013357852,3.19E-07,26.5,0.0156229,4.69E-07,26.5,0.017930472,1.10E-06,26.5,0.020161734,4.42E-07,26.5,0.022435118,3.33E-07,26.5,0.024711629,3.47E-07,26.5,0.026931051,4.77E-07,26.5,0.029173301,3.70E-07,26.5,0.031497352,3.35E-07,26.5,0.03382435,3.64E-07,26.5,0.036094585,4.02E-07,26.5,0.038427113,3.56E-07,26.5,0.040762818,3.32E-07,26.5,0.043021038,3.26E-07,26.5,0.045302262,3.15E-07
27,0.002151281,1.03E-06,27,0.004462263,6.88E-07,27,0.006756913,4.24E-07,27,0.009054317,3.22E-05,27,0.011354292,6.98E-07,27,0.013657494,3.33E-07,27,0.015963017,4.36E-07,27,0.018331979,1.97E-06,27,0.020602882,4.24E-07,27,0.022937249,3.28E-07,27,0.025274009,3.51E-07,27,0.027533244,6.58E-07,27,0.029835092,3.73E-07,27,0.032200395,3.35E-07,27,0.034589026,3.37E-07,27,0.036899132,4.79E-07,27,0.039273189,3.50E-07,27,0.041670032,3.35E-07,27,0.043988719,3.28E-07,27,0.046309722,3.42E-07
27.5,0.002188265,1.07E-06,27.5,0.004561055,6.10E-07,27.5,0.006916031,4.10E-07,27.5,0.009254044,3.78E-05,27.5,0.011614683,6.28E-07,27.5,0.013958202,3.71E-07,27.5,0.016324436,3.38E-07,27.5,0.018734767,2.76E-06,27.5,0.021065726,4.06E-07,27.5,0.023440759,3.30E-07,27.5,0.025818167,3.58E-07,27.5,0.028137173,9.11E-07,27.5,0.030478967,3.37E-07,27.5,0.032906153,3.44E-07,27.5,0.035335814,3.31E-07,27.5,0.037706856,5.42E-07,27.5,0.04014218,3.19E-07,27.5,0.042580755,3.37E-07,27.5,0.044939008,3.45E-07,27.5,0.047321036,3.62E-07
28,0.00224726,1.09E-06,28,0.004660201,6.68E-07,28,0.007056253,3.53E-07,28,0.009454464,4.24E-05,28,0.011856079,5.43E-07,28,0.014259945,3.70E-07,28,0.016667112,3.49E-07,28,0.019138922,3.62E-06,28,0.0215309,3.67E-07,28,0.023945977,3.49E-07,28,0.026385133,3.21E-07,28,0.028743147,1.01E-06,28,0.031146027,3.20E-07,28,0.033635137,3.82E-07,28,0.036106155,3.25E-07,28,0.038517345,4.84E-07,28,0.041014799,3.27E-07,28,0.043494563,3.34E-07,28,0.045913597,3.42E-07,28,0.048335763,3.44E-07
28.5,0.002285355,1.09E-06,28.5,0.00478067,5.81E-07,28.5,0.007217043,3.58E-07,28.5,0.009655555,4.48E-05,28.5,0.012118521,4.68E-07,28.5,0.014562685,4.15E-07,28.5,0.017031251,3.48E-07,28.5,0.019565532,3.78E-06,28.5,0.02197632,3.48E-07,28.5,0.024474024,3.54E-07,28.5,0.026953837,3.53E-07,28.5,0.029372326,7.48E-07,28.5,0.031815167,3.39E-07,28.5,0.034345369,3.56E-07,28.5,0.036878897,3.48E-07,28.5,0.039350917,3.81E-07,28.5,0.041890141,3.69E-07,28.5,0.044431828,3.11E-07,28.5,0.046912628,3.46E-07,28.5,0.049395746,3.53E-07
29,0.002344364,9.99E-07,29,0.0048595,6.65E-07,29,0.00737867,3.70E-07,29,0.009857295,4.45E-05,29,0.01238212,3.78E-07,29,0.014866396,4.17E-07,29,0.017396864,3.76E-07,29,0.019972636,3.05E-06,29,0.022444333,3.20E-07,29,0.024982835,3.81E-07,29,0.02752464,3.93E-07,29,0.029982693,5.44E-07,29,0.032486725,3.50E-07,29,0.035080095,3.50E-07,29,0.037654361,3.36E-07,29,0.040166916,3.87E-07,29,0.042768514,3.58E-07,29,0.045373476,3.33E-07,29,0.047893948,3.39E-07,29,0.050417578,3.49E-07
29.5,0.002382243,8.97E-07,29.5,0.00498131,6.48E-07,29.5,0.007519414,4.10E-07,29.5,0.010059664,4.42E-05,29.5,0.012625095,3.61E-07,29.5,0.015192814,4.07E-07,29.5,0.017763908,4.27E-07,29.5,0.020380975,2.25E-06,29.5,0.022914084,3.38E-07,29.5,0.025493188,3.47E-07,29.5,0.028097479,3.98E-07,29.5,0.030616518,4.22E-07,29.5,0.033160628,3.50E-07,29.5,0.035794869,3.29E-07,29.5,0.038454451,3.58E-07,29.5,0.041028503,4.78E-07,29.5,0.043671857,3.53E-07,29.5,0.046317682,3.24E-07,29.5,0.048900578,3.29E-07,29.5,0.051485803,3.75E-07
30,0.002418737,8.96E-07,30,0.00506008,6.47E-07,30,0.007660075,4.34E-07,30,0.010284706,4.46E-05,30,0.012912663,3.40E-07,30,0.015498704,4.00E-07,30,0.018132344,4.21E-07,30,0.020813186,1.32E-06,30,0.023407705,3.60E-07,30,0.026027729,3.45E-07,30,0.028694528,3.81E-07,30,0.031253435,5.19E-07,30,0.03385958,3.60E-07,30,0.03653489,3.25E-07,30,0.039258259,3.26E-07,30,0.041850073,4.85E-07,30,0.04457919,3.42E-07,30,0.047266565,3.42E-07,30,0.049911475,3.42E-07,30,0.05255966,3.40E-07
